UID,ANSWER,ANNOTATOR
MPATHY-000109-0002,3,A1NUW3AISE7RZC
TPCCHT-000020-17,2,A1NUW3AISE7RZC
TPCCHT-000021-17,3,A1NUW3AISE7RZC
ATTENTION-CHECK-356TQKY9YKIMTHK5RRMZW83IA5X780-4,2,A1NUW3AISE7RZC
MPATHY-000108-0003,3,A1NUW3AISE7RZC
ATTENTION-CHECK-32204AGABGXYFLWZNYKZFY9ACR6HGS-1,1,A2K3RY63E2Y45R
MPATHY-000091-0002,4,A2K3RY63E2Y45R
MPATHY-000100-0003,4,A2K3RY63E2Y45R
TPCCHT-000019-14,4,A2K3RY63E2Y45R
MPATHY-000039-0002,1,A2K3RY63E2Y45R
ATTENTION-CHECK-32204AGABGXYFLWZNYKZFY9ACR6HGS-1,2,A217EABA3OH0KL
MPATHY-000091-0002,4,A217EABA3OH0KL
MPATHY-000100-0003,4,A217EABA3OH0KL
TPCCHT-000019-14,4,A217EABA3OH0KL
MPATHY-000039-0002,1,A217EABA3OH0KL
ATTENTION-CHECK-32204AGABGXYFLWZNYKZFY9ACR6HGS-1,3,A1NUW3AISE7RZC
MPATHY-000091-0002,3,A1NUW3AISE7RZC
MPATHY-000100-0003,2,A1NUW3AISE7RZC
TPCCHT-000019-14,3,A1NUW3AISE7RZC
MPATHY-000039-0002,3,A1NUW3AISE7RZC
ATTENTION-CHECK-32204AGABGXYFLWZNYKZFY9ACR6HGS-1,1,A1JCKICNOC7DAB
MPATHY-000091-0002,4,A1JCKICNOC7DAB
MPATHY-000100-0003,4,A1JCKICNOC7DAB
TPCCHT-000019-14,3,A1JCKICNOC7DAB
MPATHY-000039-0002,1,A1JCKICNOC7DAB
ATTENTION-CHECK-32204AGABGXYFLWZNYKZFY9ACR6HGS-1,1,A33B85TN97HQ33
MPATHY-000091-0002,4,A33B85TN97HQ33
MPATHY-000100-0003,4,A33B85TN97HQ33
TPCCHT-000019-14,4,A33B85TN97HQ33
MPATHY-000039-0002,1,A33B85TN97HQ33
TPCCHT-000006-11,1,A3GHLKX4ZUSJH0
MPATHY-000050-0004,4,A3GHLKX4ZUSJH0
TPCCHT-000014-17,2,A3GHLKX4ZUSJH0
MPATHY-000043-0003,3,A3GHLKX4ZUSJH0
ATTENTION-CHECK-3ICOHX7EOHWPK7UCJVNQ93PHDUP0ES-5,1,A3GHLKX4ZUSJH0
TPCCHT-000006-11,4,A11YEGD0RQ9AF9
MPATHY-000050-0004,3,A11YEGD0RQ9AF9
TPCCHT-000014-17,4,A11YEGD0RQ9AF9
MPATHY-000043-0003,2,A11YEGD0RQ9AF9
ATTENTION-CHECK-3ICOHX7EOHWPK7UCJVNQ93PHDUP0ES-5,4,A11YEGD0RQ9AF9
TPCCHT-000006-11,1,A18T9V3QVDOGCY
MPATHY-000050-0004,4,A18T9V3QVDOGCY
TPCCHT-000014-17,4,A18T9V3QVDOGCY
MPATHY-000043-0003,3,A18T9V3QVDOGCY
ATTENTION-CHECK-3ICOHX7EOHWPK7UCJVNQ93PHDUP0ES-5,1,A18T9V3QVDOGCY
TPCCHT-000006-11,3,A1GT4NK0VO5RFQ
MPATHY-000050-0004,4,A1GT4NK0VO5RFQ
TPCCHT-000014-17,4,A1GT4NK0VO5RFQ
MPATHY-000043-0003,4,A1GT4NK0VO5RFQ
ATTENTION-CHECK-3ICOHX7EOHWPK7UCJVNQ93PHDUP0ES-5,1,A1GT4NK0VO5RFQ
TPCCHT-000006-11,3,A3RNGN5WLE1OBU
MPATHY-000050-0004,4,A3RNGN5WLE1OBU
TPCCHT-000014-17,3,A3RNGN5WLE1OBU
MPATHY-000043-0003,4,A3RNGN5WLE1OBU
ATTENTION-CHECK-3ICOHX7EOHWPK7UCJVNQ93PHDUP0ES-5,1,A3RNGN5WLE1OBU
TPCCHT-000014-16,4,A11YEGD0RQ9AF9
MPATHY-000014-0002,3,A11YEGD0RQ9AF9
TPCCHT-000009-7,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-309D674SI46B7WD8LKEK3WLXJM9CBX-4,3,A11YEGD0RQ9AF9
TPCCHT-000004-7,4,A11YEGD0RQ9AF9
TPCCHT-000014-16,2,AU75DIKTVX5GP
MPATHY-000014-0002,4,AU75DIKTVX5GP
TPCCHT-000009-7,1,AU75DIKTVX5GP
ATTENTION-CHECK-309D674SI46B7WD8LKEK3WLXJM9CBX-4,3,AU75DIKTVX5GP
TPCCHT-000004-7,2,AU75DIKTVX5GP
TPCCHT-000014-16,4,A33B85TN97HQ33
MPATHY-000014-0002,4,A33B85TN97HQ33
TPCCHT-000009-7,4,A33B85TN97HQ33
ATTENTION-CHECK-309D674SI46B7WD8LKEK3WLXJM9CBX-4,2,A33B85TN97HQ33
TPCCHT-000004-7,4,A33B85TN97HQ33
TPCCHT-000014-16,2,A2BAIRVKSX5AFP
MPATHY-000014-0002,4,A2BAIRVKSX5AFP
TPCCHT-000009-7,4,A2BAIRVKSX5AFP
ATTENTION-CHECK-309D674SI46B7WD8LKEK3WLXJM9CBX-4,1,A2BAIRVKSX5AFP
TPCCHT-000004-7,4,A2BAIRVKSX5AFP
TPCCHT-000014-16,2,A1NUW3AISE7RZC
MPATHY-000014-0002,4,A1NUW3AISE7RZC
TPCCHT-000009-7,2,A1NUW3AISE7RZC
ATTENTION-CHECK-309D674SI46B7WD8LKEK3WLXJM9CBX-4,2,A1NUW3AISE7RZC
TPCCHT-000004-7,4,A1NUW3AISE7RZC
TPCCHT-000019-5,1,A17FG9GVV76H3
TPCCHT-000015-20,1,A17FG9GVV76H3
ATTENTION-CHECK-3OKP4QVBQ7IJ5YOLHSA7YCM6ZWGAGA-3,1,A17FG9GVV76H3
MPATHY-000031-0002,3,A17FG9GVV76H3
MPATHY-000057-0004,3,A17FG9GVV76H3
TPCCHT-000019-5,3,A33B85TN97HQ33
TPCCHT-000015-20,3,A33B85TN97HQ33
ATTENTION-CHECK-3OKP4QVBQ7IJ5YOLHSA7YCM6ZWGAGA-3,1,A33B85TN97HQ33
MPATHY-000031-0002,4,A33B85TN97HQ33
MPATHY-000057-0004,4,A33B85TN97HQ33
TPCCHT-000019-5,3,AHYMROQDBR2G4
TPCCHT-000015-20,4,AHYMROQDBR2G4
ATTENTION-CHECK-3OKP4QVBQ7IJ5YOLHSA7YCM6ZWGAGA-3,2,AHYMROQDBR2G4
MPATHY-000031-0002,1,AHYMROQDBR2G4
MPATHY-000057-0004,2,AHYMROQDBR2G4
TPCCHT-000019-5,4,A2K3RY63E2Y45R
TPCCHT-000015-20,4,A2K3RY63E2Y45R
ATTENTION-CHECK-3OKP4QVBQ7IJ5YOLHSA7YCM6ZWGAGA-3,1,A2K3RY63E2Y45R
MPATHY-000031-0002,4,A2K3RY63E2Y45R
MPATHY-000057-0004,3,A2K3RY63E2Y45R
TPCCHT-000019-5,4,A1JCKICNOC7DAB
TPCCHT-000015-20,4,A1JCKICNOC7DAB
ATTENTION-CHECK-3OKP4QVBQ7IJ5YOLHSA7YCM6ZWGAGA-3,1,A1JCKICNOC7DAB
MPATHY-000031-0002,4,A1JCKICNOC7DAB
MPATHY-000057-0004,2,A1JCKICNOC7DAB
TPCCHT-000006-5,3,A11YEGD0RQ9AF9
TPCCHT-000019-18,4,A11YEGD0RQ9AF9
MPATHY-000059-0003,3,A11YEGD0RQ9AF9
TPCCHT-000013-18,4,A11YEGD0RQ9AF9
MPATHY-000041-0002,3,A11YEGD0RQ9AF9
TPCCHT-000006-5,4,AHYMROQDBR2G4
TPCCHT-000019-18,2,AHYMROQDBR2G4
MPATHY-000059-0003,3,AHYMROQDBR2G4
TPCCHT-000013-18,1,AHYMROQDBR2G4
MPATHY-000041-0002,2,AHYMROQDBR2G4
TPCCHT-000006-5,2,A1WVLHV6KWWJDA
TPCCHT-000019-18,4,A1WVLHV6KWWJDA
MPATHY-000059-0003,3,A1WVLHV6KWWJDA
TPCCHT-000013-18,4,A1WVLHV6KWWJDA
MPATHY-000041-0002,4,A1WVLHV6KWWJDA
TPCCHT-000006-5,3,A33B85TN97HQ33
TPCCHT-000019-18,4,A33B85TN97HQ33
MPATHY-000059-0003,4,A33B85TN97HQ33
TPCCHT-000013-18,4,A33B85TN97HQ33
MPATHY-000041-0002,4,A33B85TN97HQ33
TPCCHT-000006-5,3,A1NUW3AISE7RZC
TPCCHT-000019-18,2,A1NUW3AISE7RZC
MPATHY-000059-0003,4,A1NUW3AISE7RZC
TPCCHT-000013-18,2,A1NUW3AISE7RZC
MPATHY-000041-0002,3,A1NUW3AISE7RZC
ATTENTION-CHECK-37OPIVELVZOX5UJW1YSPJCY7EWTAH9-1,4,A11YEGD0RQ9AF9
TPCCHT-000015-16,3,A11YEGD0RQ9AF9
TPCCHT-000014-18,4,A11YEGD0RQ9AF9
MPATHY-000044-0002,3,A11YEGD0RQ9AF9
TPCCHT-000006-7,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-37OPIVELVZOX5UJW1YSPJCY7EWTAH9-1,2,A3PRQ2GSU42718
TPCCHT-000015-16,4,A3PRQ2GSU42718
TPCCHT-000014-18,4,A3PRQ2GSU42718
MPATHY-000044-0002,1,A3PRQ2GSU42718
TPCCHT-000006-7,4,A3PRQ2GSU42718
ATTENTION-CHECK-37OPIVELVZOX5UJW1YSPJCY7EWTAH9-1,1,A384EFVY03N5KE
TPCCHT-000015-16,4,A384EFVY03N5KE
TPCCHT-000014-18,4,A384EFVY03N5KE
MPATHY-000044-0002,1,A384EFVY03N5KE
TPCCHT-000006-7,4,A384EFVY03N5KE
ATTENTION-CHECK-37OPIVELVZOX5UJW1YSPJCY7EWTAH9-1,2,AHYMROQDBR2G4
TPCCHT-000015-16,3,AHYMROQDBR2G4
TPCCHT-000014-18,2,AHYMROQDBR2G4
MPATHY-000044-0002,2,AHYMROQDBR2G4
TPCCHT-000006-7,3,AHYMROQDBR2G4
ATTENTION-CHECK-37OPIVELVZOX5UJW1YSPJCY7EWTAH9-1,1,ARN0FN9IYDUZ2
TPCCHT-000015-16,3,ARN0FN9IYDUZ2
TPCCHT-000014-18,4,ARN0FN9IYDUZ2
MPATHY-000044-0002,1,ARN0FN9IYDUZ2
TPCCHT-000006-7,4,ARN0FN9IYDUZ2
TPCCHT-000004-6,3,A11YEGD0RQ9AF9
TPCCHT-000009-30,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-37YYO3NWIIBUH15EZKAFEGRF179CC4-3,2,A11YEGD0RQ9AF9
MPATHY-000045-0002,4,A11YEGD0RQ9AF9
MPATHY-000063-0002,2,A11YEGD0RQ9AF9
TPCCHT-000004-6,1,A22E4EOACQETES
TPCCHT-000009-30,3,A22E4EOACQETES
ATTENTION-CHECK-37YYO3NWIIBUH15EZKAFEGRF179CC4-3,2,A22E4EOACQETES
MPATHY-000045-0002,2,A22E4EOACQETES
MPATHY-000063-0002,4,A22E4EOACQETES
TPCCHT-000004-6,3,A2M9K08I66YIZ3
TPCCHT-000009-30,2,A2M9K08I66YIZ3
ATTENTION-CHECK-37YYO3NWIIBUH15EZKAFEGRF179CC4-3,2,A2M9K08I66YIZ3
MPATHY-000045-0002,3,A2M9K08I66YIZ3
MPATHY-000063-0002,3,A2M9K08I66YIZ3
TPCCHT-000004-6,1,A1RI7QA7FX6I6I
TPCCHT-000009-30,4,A1RI7QA7FX6I6I
ATTENTION-CHECK-37YYO3NWIIBUH15EZKAFEGRF179CC4-3,2,A1RI7QA7FX6I6I
MPATHY-000045-0002,1,A1RI7QA7FX6I6I
MPATHY-000063-0002,4,A1RI7QA7FX6I6I
TPCCHT-000004-6,1,A2K3RY63E2Y45R
TPCCHT-000009-30,4,A2K3RY63E2Y45R
ATTENTION-CHECK-37YYO3NWIIBUH15EZKAFEGRF179CC4-3,1,A2K3RY63E2Y45R
MPATHY-000045-0002,1,A2K3RY63E2Y45R
MPATHY-000063-0002,4,A2K3RY63E2Y45R
TPCCHT-000004-16,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-3L60IFZKG83CFHRA742H0YLBRRJHHR-2,3,A11YEGD0RQ9AF9
TPCCHT-000022-9,4,A11YEGD0RQ9AF9
TPCCHT-000006-20,3,A11YEGD0RQ9AF9
MPATHY-000104-0002,4,A11YEGD0RQ9AF9
TPCCHT-000004-16,4,A1RJYT061UQYR0
ATTENTION-CHECK-3L60IFZKG83CFHRA742H0YLBRRJHHR-2,1,A1RJYT061UQYR0
TPCCHT-000022-9,1,A1RJYT061UQYR0
TPCCHT-000006-20,1,A1RJYT061UQYR0
MPATHY-000104-0002,4,A1RJYT061UQYR0
TPCCHT-000004-16,4,A2BAIRVKSX5AFP
ATTENTION-CHECK-3L60IFZKG83CFHRA742H0YLBRRJHHR-2,1,A2BAIRVKSX5AFP
TPCCHT-000022-9,1,A2BAIRVKSX5AFP
TPCCHT-000006-20,1,A2BAIRVKSX5AFP
MPATHY-000104-0002,4,A2BAIRVKSX5AFP
TPCCHT-000004-16,4,A33B85TN97HQ33
ATTENTION-CHECK-3L60IFZKG83CFHRA742H0YLBRRJHHR-2,1,A33B85TN97HQ33
TPCCHT-000022-9,1,A33B85TN97HQ33
TPCCHT-000006-20,1,A33B85TN97HQ33
MPATHY-000104-0002,4,A33B85TN97HQ33
TPCCHT-000004-16,4,A827A0PSD3R10
ATTENTION-CHECK-3L60IFZKG83CFHRA742H0YLBRRJHHR-2,2,A827A0PSD3R10
TPCCHT-000022-9,4,A827A0PSD3R10
TPCCHT-000006-20,3,A827A0PSD3R10
MPATHY-000104-0002,4,A827A0PSD3R10
TPCCHT-000020-11,4,A12ATVBE1I4567
TPCCHT-000012-16,1,A12ATVBE1I4567
MPATHY-000112-0005,4,A12ATVBE1I4567
ATTENTION-CHECK-3G3AJKPCYQD4P0T42XMMS97ACIA4YR-4,1,A12ATVBE1I4567
TPCCHT-000001-18,2,A12ATVBE1I4567
TPCCHT-000020-11,2,A11YEGD0RQ9AF9
TPCCHT-000012-16,4,A11YEGD0RQ9AF9
MPATHY-000112-0005,3,A11YEGD0RQ9AF9
ATTENTION-CHECK-3G3AJKPCYQD4P0T42XMMS97ACIA4YR-4,4,A11YEGD0RQ9AF9
TPCCHT-000001-18,2,A11YEGD0RQ9AF9
TPCCHT-000020-11,4,A1JCKICNOC7DAB
TPCCHT-000012-16,1,A1JCKICNOC7DAB
MPATHY-000112-0005,3,A1JCKICNOC7DAB
ATTENTION-CHECK-3G3AJKPCYQD4P0T42XMMS97ACIA4YR-4,1,A1JCKICNOC7DAB
TPCCHT-000001-18,2,A1JCKICNOC7DAB
TPCCHT-000020-11,4,A1GV1WGA3W6CLG
TPCCHT-000012-16,1,A1GV1WGA3W6CLG
MPATHY-000112-0005,2,A1GV1WGA3W6CLG
ATTENTION-CHECK-3G3AJKPCYQD4P0T42XMMS97ACIA4YR-4,1,A1GV1WGA3W6CLG
TPCCHT-000001-18,2,A1GV1WGA3W6CLG
TPCCHT-000020-11,4,A1WVLHV6KWWJDA
TPCCHT-000012-16,1,A1WVLHV6KWWJDA
MPATHY-000112-0005,4,A1WVLHV6KWWJDA
ATTENTION-CHECK-3G3AJKPCYQD4P0T42XMMS97ACIA4YR-4,1,A1WVLHV6KWWJDA
TPCCHT-000001-18,3,A1WVLHV6KWWJDA
MPATHY-000056-0004,4,A33B85TN97HQ33
TPCCHT-000002-4,4,A33B85TN97HQ33
ATTENTION-CHECK-3BO3NEOQN52X1PUG7GAAJOZME98AI2-3,1,A33B85TN97HQ33
MPATHY-000052-0002,4,A33B85TN97HQ33
MPATHY-000023-0003,4,A33B85TN97HQ33
MPATHY-000056-0004,3,A1NUW3AISE7RZC
TPCCHT-000002-4,2,A1NUW3AISE7RZC
ATTENTION-CHECK-3BO3NEOQN52X1PUG7GAAJOZME98AI2-3,3,A1NUW3AISE7RZC
MPATHY-000052-0002,3,A1NUW3AISE7RZC
MPATHY-000023-0003,4,A1NUW3AISE7RZC
MPATHY-000056-0004,3,A1JCKICNOC7DAB
TPCCHT-000002-4,4,A1JCKICNOC7DAB
ATTENTION-CHECK-3BO3NEOQN52X1PUG7GAAJOZME98AI2-3,1,A1JCKICNOC7DAB
MPATHY-000052-0002,2,A1JCKICNOC7DAB
MPATHY-000023-0003,4,A1JCKICNOC7DAB
MPATHY-000056-0004,2,AHYMROQDBR2G4
TPCCHT-000002-4,2,AHYMROQDBR2G4
ATTENTION-CHECK-3BO3NEOQN52X1PUG7GAAJOZME98AI2-3,1,AHYMROQDBR2G4
MPATHY-000052-0002,3,AHYMROQDBR2G4
MPATHY-000023-0003,4,AHYMROQDBR2G4
MPATHY-000056-0004,4,A18T9V3QVDOGCY
TPCCHT-000002-4,4,A18T9V3QVDOGCY
ATTENTION-CHECK-3BO3NEOQN52X1PUG7GAAJOZME98AI2-3,1,A18T9V3QVDOGCY
MPATHY-000052-0002,3,A18T9V3QVDOGCY
MPATHY-000023-0003,4,A18T9V3QVDOGCY
TPCCHT-000008-14,3,AHYMROQDBR2G4
MPATHY-000080-0004,2,AHYMROQDBR2G4
MPATHY-000066-0003,2,AHYMROQDBR2G4
TPCCHT-000006-8,3,AHYMROQDBR2G4
TPCCHT-000020-2,3,AHYMROQDBR2G4
TPCCHT-000008-14,4,A1GT4NK0VO5RFQ
MPATHY-000080-0004,4,A1GT4NK0VO5RFQ
MPATHY-000066-0003,4,A1GT4NK0VO5RFQ
TPCCHT-000006-8,4,A1GT4NK0VO5RFQ
TPCCHT-000020-2,4,A1GT4NK0VO5RFQ
TPCCHT-000008-14,4,A33B85TN97HQ33
MPATHY-000080-0004,4,A33B85TN97HQ33
MPATHY-000066-0003,4,A33B85TN97HQ33
TPCCHT-000006-8,4,A33B85TN97HQ33
TPCCHT-000020-2,4,A33B85TN97HQ33
TPCCHT-000008-14,4,A1RI7QA7FX6I6I
MPATHY-000080-0004,4,A1RI7QA7FX6I6I
MPATHY-000066-0003,4,A1RI7QA7FX6I6I
TPCCHT-000006-8,4,A1RI7QA7FX6I6I
TPCCHT-000020-2,4,A1RI7QA7FX6I6I
TPCCHT-000008-14,2,A1NUW3AISE7RZC
MPATHY-000080-0004,3,A1NUW3AISE7RZC
MPATHY-000066-0003,2,A1NUW3AISE7RZC
TPCCHT-000006-8,3,A1NUW3AISE7RZC
TPCCHT-000020-2,3,A1NUW3AISE7RZC
TPCCHT-000013-13,3,A11YEGD0RQ9AF9
TPCCHT-000006-12,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-3P6ENY9P8EHCBC2UDMK20AMQR4YHIK-3,2,A11YEGD0RQ9AF9
TPCCHT-000002-2,4,A11YEGD0RQ9AF9
MPATHY-000036-0002,2,A11YEGD0RQ9AF9
TPCCHT-000013-13,4,A2WNW8A4MOR7T7
TPCCHT-000006-12,1,A2WNW8A4MOR7T7
ATTENTION-CHECK-3P6ENY9P8EHCBC2UDMK20AMQR4YHIK-3,2,A2WNW8A4MOR7T7
TPCCHT-000002-2,3,A2WNW8A4MOR7T7
MPATHY-000036-0002,4,A2WNW8A4MOR7T7
TPCCHT-000013-13,1,A2OV14OUBVIW5A
TPCCHT-000006-12,1,A2OV14OUBVIW5A
ATTENTION-CHECK-3P6ENY9P8EHCBC2UDMK20AMQR4YHIK-3,1,A2OV14OUBVIW5A
TPCCHT-000002-2,1,A2OV14OUBVIW5A
MPATHY-000036-0002,1,A2OV14OUBVIW5A
TPCCHT-000013-13,3,A33B85TN97HQ33
TPCCHT-000006-12,1,A33B85TN97HQ33
ATTENTION-CHECK-3P6ENY9P8EHCBC2UDMK20AMQR4YHIK-3,1,A33B85TN97HQ33
TPCCHT-000002-2,4,A33B85TN97HQ33
MPATHY-000036-0002,4,A33B85TN97HQ33
TPCCHT-000013-13,4,AW55OQ3IYZDET
TPCCHT-000006-12,4,AW55OQ3IYZDET
ATTENTION-CHECK-3P6ENY9P8EHCBC2UDMK20AMQR4YHIK-3,4,AW55OQ3IYZDET
TPCCHT-000002-2,4,AW55OQ3IYZDET
MPATHY-000036-0002,4,AW55OQ3IYZDET
ATTENTION-CHECK-3B286OTITJ2TW0EMPYVAVPEMROXAJE-1,1,A12ATVBE1I4567
TPCCHT-000014-12,2,A12ATVBE1I4567
MPATHY-000022-0005,3,A12ATVBE1I4567
MPATHY-000089-0002,4,A12ATVBE1I4567
TPCCHT-000022-13,2,A12ATVBE1I4567
ATTENTION-CHECK-3B286OTITJ2TW0EMPYVAVPEMROXAJE-1,1,AU26PZZBE7NKF
TPCCHT-000014-12,3,AU26PZZBE7NKF
MPATHY-000022-0005,4,AU26PZZBE7NKF
MPATHY-000089-0002,4,AU26PZZBE7NKF
TPCCHT-000022-13,4,AU26PZZBE7NKF
ATTENTION-CHECK-3B286OTITJ2TW0EMPYVAVPEMROXAJE-1,1,A33B85TN97HQ33
TPCCHT-000014-12,2,A33B85TN97HQ33
MPATHY-000022-0005,4,A33B85TN97HQ33
MPATHY-000089-0002,4,A33B85TN97HQ33
TPCCHT-000022-13,4,A33B85TN97HQ33
ATTENTION-CHECK-3B286OTITJ2TW0EMPYVAVPEMROXAJE-1,1,AW55OQ3IYZDET
TPCCHT-000014-12,1,AW55OQ3IYZDET
MPATHY-000022-0005,4,AW55OQ3IYZDET
MPATHY-000089-0002,4,AW55OQ3IYZDET
TPCCHT-000022-13,4,AW55OQ3IYZDET
ATTENTION-CHECK-3B286OTITJ2TW0EMPYVAVPEMROXAJE-1,1,A217EABA3OH0KL
TPCCHT-000014-12,3,A217EABA3OH0KL
MPATHY-000022-0005,4,A217EABA3OH0KL
MPATHY-000089-0002,4,A217EABA3OH0KL
TPCCHT-000022-13,4,A217EABA3OH0KL
MPATHY-000088-0004,3,A11YEGD0RQ9AF9
MPATHY-000092-0004,4,A11YEGD0RQ9AF9
TPCCHT-000013-10,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-3PKJ68EHESH86NM0V452CB1Q4JNHJW-4,3,A11YEGD0RQ9AF9
MPATHY-000042-0002,3,A11YEGD0RQ9AF9
MPATHY-000088-0004,4,AU26PZZBE7NKF
MPATHY-000092-0004,4,AU26PZZBE7NKF
TPCCHT-000013-10,1,AU26PZZBE7NKF
ATTENTION-CHECK-3PKJ68EHESH86NM0V452CB1Q4JNHJW-4,1,AU26PZZBE7NKF
MPATHY-000042-0002,1,AU26PZZBE7NKF
MPATHY-000088-0004,3,A18T9V3QVDOGCY
MPATHY-000092-0004,4,A18T9V3QVDOGCY
TPCCHT-000013-10,1,A18T9V3QVDOGCY
ATTENTION-CHECK-3PKJ68EHESH86NM0V452CB1Q4JNHJW-4,1,A18T9V3QVDOGCY
MPATHY-000042-0002,1,A18T9V3QVDOGCY
MPATHY-000088-0004,4,A1TARNH07A75CG
MPATHY-000092-0004,4,A1TARNH07A75CG
TPCCHT-000013-10,1,A1TARNH07A75CG
ATTENTION-CHECK-3PKJ68EHESH86NM0V452CB1Q4JNHJW-4,1,A1TARNH07A75CG
MPATHY-000042-0002,1,A1TARNH07A75CG
MPATHY-000088-0004,4,A21Y7K669KM1PR
MPATHY-000092-0004,4,A21Y7K669KM1PR
TPCCHT-000013-10,1,A21Y7K669KM1PR
ATTENTION-CHECK-3PKJ68EHESH86NM0V452CB1Q4JNHJW-4,1,A21Y7K669KM1PR
MPATHY-000042-0002,1,A21Y7K669KM1PR
TPCCHT-000008-15,4,AOEO9ZV81R0I4
MPATHY-000106-0004,3,AOEO9ZV81R0I4
MPATHY-000028-0005,3,AOEO9ZV81R0I4
ATTENTION-CHECK-3P7RGTLO7JYO7KK47JVMW4EZ6DXAKD-4,1,AOEO9ZV81R0I4
MPATHY-000073-0004,3,AOEO9ZV81R0I4
TPCCHT-000008-15,3,A1NUW3AISE7RZC
MPATHY-000106-0004,2,A1NUW3AISE7RZC
MPATHY-000028-0005,3,A1NUW3AISE7RZC
ATTENTION-CHECK-3P7RGTLO7JYO7KK47JVMW4EZ6DXAKD-4,3,A1NUW3AISE7RZC
MPATHY-000073-0004,2,A1NUW3AISE7RZC
TPCCHT-000008-15,3,AHYMROQDBR2G4
MPATHY-000106-0004,2,AHYMROQDBR2G4
MPATHY-000028-0005,1,AHYMROQDBR2G4
ATTENTION-CHECK-3P7RGTLO7JYO7KK47JVMW4EZ6DXAKD-4,1,AHYMROQDBR2G4
MPATHY-000073-0004,2,AHYMROQDBR2G4
TPCCHT-000008-15,4,A33B85TN97HQ33
MPATHY-000106-0004,4,A33B85TN97HQ33
MPATHY-000028-0005,4,A33B85TN97HQ33
ATTENTION-CHECK-3P7RGTLO7JYO7KK47JVMW4EZ6DXAKD-4,1,A33B85TN97HQ33
MPATHY-000073-0004,4,A33B85TN97HQ33
TPCCHT-000008-15,3,A1JCKICNOC7DAB
MPATHY-000106-0004,4,A1JCKICNOC7DAB
MPATHY-000028-0005,4,A1JCKICNOC7DAB
ATTENTION-CHECK-3P7RGTLO7JYO7KK47JVMW4EZ6DXAKD-4,1,A1JCKICNOC7DAB
MPATHY-000073-0004,3,A1JCKICNOC7DAB
TPCCHT-000002-10,4,A3PRQ2GSU42718
TPCCHT-000000-9,2,A3PRQ2GSU42718
TPCCHT-000015-5,4,A3PRQ2GSU42718
MPATHY-000119-0004,4,A3PRQ2GSU42718
TPCCHT-000017-14,4,A3PRQ2GSU42718
TPCCHT-000002-10,1,A33B85TN97HQ33
TPCCHT-000000-9,1,A33B85TN97HQ33
TPCCHT-000015-5,4,A33B85TN97HQ33
MPATHY-000119-0004,4,A33B85TN97HQ33
TPCCHT-000017-14,4,A33B85TN97HQ33
TPCCHT-000002-10,1,A2K3RY63E2Y45R
TPCCHT-000000-9,1,A2K3RY63E2Y45R
TPCCHT-000015-5,4,A2K3RY63E2Y45R
MPATHY-000119-0004,4,A2K3RY63E2Y45R
TPCCHT-000017-14,4,A2K3RY63E2Y45R
TPCCHT-000002-10,3,A1NUW3AISE7RZC
TPCCHT-000000-9,3,A1NUW3AISE7RZC
TPCCHT-000015-5,3,A1NUW3AISE7RZC
MPATHY-000119-0004,3,A1NUW3AISE7RZC
TPCCHT-000017-14,2,A1NUW3AISE7RZC
TPCCHT-000002-10,1,AUVWQ8YDHY3MX
TPCCHT-000000-9,1,AUVWQ8YDHY3MX
TPCCHT-000015-5,4,AUVWQ8YDHY3MX
MPATHY-000119-0004,4,AUVWQ8YDHY3MX
TPCCHT-000017-14,4,AUVWQ8YDHY3MX
TPCCHT-000002-15,4,A369K7I5SXBPNC
ATTENTION-CHECK-3UEDKCTPA0B6OIM60GJ2MDC955RK7W-2,3,A369K7I5SXBPNC
TPCCHT-000020-18,4,A369K7I5SXBPNC
TPCCHT-000013-2,4,A369K7I5SXBPNC
TPCCHT-000007-19,4,A369K7I5SXBPNC
TPCCHT-000002-15,1,AU75DIKTVX5GP
ATTENTION-CHECK-3UEDKCTPA0B6OIM60GJ2MDC955RK7W-2,2,AU75DIKTVX5GP
TPCCHT-000020-18,1,AU75DIKTVX5GP
TPCCHT-000013-2,3,AU75DIKTVX5GP
TPCCHT-000007-19,4,AU75DIKTVX5GP
TPCCHT-000002-15,4,A30SJEDQ9FHUG6
ATTENTION-CHECK-3UEDKCTPA0B6OIM60GJ2MDC955RK7W-2,4,A30SJEDQ9FHUG6
TPCCHT-000020-18,2,A30SJEDQ9FHUG6
TPCCHT-000013-2,2,A30SJEDQ9FHUG6
TPCCHT-000007-19,4,A30SJEDQ9FHUG6
TPCCHT-000002-15,3,AHYMROQDBR2G4
ATTENTION-CHECK-3UEDKCTPA0B6OIM60GJ2MDC955RK7W-2,3,AHYMROQDBR2G4
TPCCHT-000020-18,1,AHYMROQDBR2G4
TPCCHT-000013-2,2,AHYMROQDBR2G4
TPCCHT-000007-19,1,AHYMROQDBR2G4
TPCCHT-000002-15,3,A2QSQ6IAQCF3GW
